,Unnamed: 0,Institution Name,Country,Academic Reputation_SCORE,Employer Reputation_SCORE,Citations per Faculty_SCORE,Faculty Student_SCORE,Unnamed: 0,keywords
677,677,Pontificia Universidade Cat�lica de S�o Paulo (PUC-SP),Brazil,-,19.7,-,51.6,,
678,678,"Rutgers - The State University of New Jersey, Newark",United States,-,-,-,23.4,,
679,679,Samara National Research University (Samara University),Russia,-,-,-,71.9,,
680,680,Sejong University,South Korea,-,18.8,21.9,-,,
681,681,Stevens Institute of Technology,United States,-,-,32.5,-,,
682,682,Temple University,United States,-,-,20.7,27.5,,
683,683,Universidad de Antioquia,Colombia,25.4,43.4,-,-,,
684,684,Universidad del Pais Vasco,Spain,-,-,-,44.7,,
685,685,Universidad Iberoamericana (UIA),Mexico,17.2,46.8,-,-,,
686,686,Universidade de Santiago de Compostela,Spain,19.6,-,21.8,-,,
687,687,Universidade Federal de Minas Gerais,Brazil,28,-,-,-,,
688,688,Universidade Federal do Rio Grande Do Sul,Brazil,26.3,-,-,-,,
689,689,Universit� degli Studi di Genova,Italy,16.5,-,33.1,-,,
690,690,Universit�t Hohenheim,Germany,-,-,42.5,-,,
691,691,Universit� Claude Bernard Lyon 1,France,20.5,-,23,-,,
692,692,Universit� de Sherbrooke,Canada,-,-,18.6,28.5,,
693,693,Universiti Teknologi MARA (UiTM),Malaysia,21,38,-,-,,
694,694,University of Denver,United States,-,-,20.4,50.4,,
695,695,University of Haifa,Israel,-,-,31.6,-,,
696,696,University of Houston,United States,-,-,38.2,-,,
697,697,University of Minho,Portugal,-,-,-,31.4,,
698,698,University of P�cs,Hungary,-,-,-,39.5,,
699,699,University of Plymouth,United Kingdom,-,-,29,-,,
700,700,University of Seoul,South Korea,-,-,-,38.9,,
701,701,University of Sharjah,United Arab Emirates,-,-,-,-,,
702,702,University of Westminster,United Kingdom,-,-,-,-,,
703,703,University of Windsor,Canada,-,-,62.3,-,,
704,704,Zayed University,United Arab Emirates,-,-,-,30.6,,
705,705,Abu Dhabi University,United Arab Emirates,-,-,-,-,,
706,706,Beijing Jiaotong University,China,-,-,21.9,23.8,,
707,707,Beijing University of Technology,China,-,-,18.6,40.9,,
708,708,Bournemouth University,United Kingdom,-,-,18.2,-,,
709,709,Central South University,China,-,-,49.8,-,,
710,710,Chonnam National University,South Korea,-,-,22.6,35.9,,
711,711,Chungnam National University,South Korea,-,-,-,37.4,,
712,712,Clemson University,United States,-,24,26.3,-,,
713,713,Dankook University,South Korea,-,-,-,65.4,,
714,714,Georgia State University,United States,-,-,27.1,-,,
715,715,Hunan University,China,-,-,51.5,-,,
716,716,Kansas State University,United States,-,-,20.9,-,,
717,717,Lahore University of Management Sciences (LUMS),Pakistan,-,36.3,-,-,,
718,718,London South Bank University,United Kingdom,-,-,-,-,,
719,719,Manipal Academy of Higher Education,India,-,-,-,53.3,,
720,720,Maynooth University,Ireland,-,-,18.4,-,,
721,721,Memorial University of Newfoundland,Canada,-,-,24.8,-,,
722,722,"National Technical University of Ukraine ""Kyiv Polytechnic Institute""",Ukraine,-,21.6,-,46.7,,
723,723,Northumbria University at Newcastle,United Kingdom,-,23,-,-,,
724,724,Nottingham Trent University,United Kingdom,-,25.8,-,-,,
725,725,Pontificia Universidad Cat�lica de Valpara�so,Chile,20.5,28.4,-,-,,
726,726,Riga Technical University,Latvia,-,20.6,-,27.3,,
727,727,Rovira i Virgili University,Spain,-,-,32.2,28.8,,
728,728,Shenzhen University,China,-,-,-,53.6,,
729,729,Southern Methodist University,United States,-,-,-,43,,
730,730,Sumy State University,Ukraine,-,-,-,52.8,,
731,731,Universidad Adolfo Ib��ez,Chile,-,63.6,-,-,,
732,732,Universidad Central de Venezuela (UCV),Venezuela,19.1,42.7,-,-,,
733,733,Universidad de Alicante,Spain,-,-,-,31.3,,
734,734,Universidad de Guadalajara (UDG),Mexico,18.4,-,-,33.7,,
735,735,Universidad ICESI,Colombia,-,-,-,62.2,,
736,736,Universidade Federal de Santa Catarina,Brazil,17.2,-,-,29.6,,
737,737,Universit� degli Studi di Siena (UNISI),Italy,-,-,36.7,-,,
738,738,Universit� degli Studi di Trieste (UNITS),Italy,-,-,40.2,-,,
739,739,Universit�t Potsdam,Germany,-,-,29.6,-,,
740,740,Universit� de Lille,France,25.9,-,-,-,,
741,741,University at Albany SUNY,United States,-,-,43.3,-,,
742,742,University Malaysia Perlis (UniMAP),Malaysia,-,-,-,54.9,,
743,743,University of Alabama,United States,-,23.3,34.6,-,,
744,744,University of Baghdad,Iraq,-,-,-,46,,
745,745,University of Central Florida,United States,-,24.1,25.9,-,,
746,746,University of Greenwich,United Kingdom,-,-,-,-,,
747,747,University of Huddersfield,United Kingdom,-,20.2,-,-,,
748,748,University of Hull,United Kingdom,-,-,29.3,-,,
749,749,University of Patras,Greece,-,22.3,37.3,-,,
750,750,University of Tulsa,United States,-,-,-,40.3,,
751,751,University of Wyoming,United States,-,-,33.2,32.3,,
752,752,Vietnam National University - Ho Chi Minh City (VNU-HCM),Vietnam,19.4,-,-,27,,
753,753,Yamaguchi University,Japan,-,-,-,57.5,,
754,754,Ajman University,United Arab Emirates,-,-,-,-,,
755,755,Anna University,India,-,-,45.3,-,,
756,756,Brigham Young University,United States,-,-,42.8,-,,
757,757,Chongqing University,China,-,-,36.9,-,,
758,758,Comenius University in Bratislava,Slovakia,-,-,-,34.8,,
759,759,Dublin Institute of Technology (DIT),Ireland,-,-,-,-,,
760,760,Florida International University,United States,-,-,17.6,-,,
761,761,Gunma University,Japan,-,-,18.9,42.6,,
762,762,"Jamia Millia Islamia, New Delhi",India,-,-,-,44.9,,
763,763,Kaunas University of Technology,Lithuania,-,-,-,35.2,,
764,764,Kazakh-British Technical University,Kazakhstan,-,-,-,31.6,,
765,765,Lanzhou University,China,-,-,41.8,-,,
766,766,London Metropolitan University,United Kingdom,-,-,-,-,,
767,767,Loyola University Chicago,United States,-,-,-,28.9,,
768,768,Manchester Metropolitan University,United Kingdom,-,-,-,-,,
769,769,National University Lviv Polytechnic,Ukraine,-,-,-,48.2,,
770,770,New Jersey Institute of Technology (NJIT),United States,-,-,25.7,-,,
771,771,O. P. Jindal Global University,India,-,-,-,46,,
772,772,Oklahoma State University,United States,-,-,23.6,-,,
773,773,Padjadjaran University,Indonesia,-,-,-,41.7,,
774,774,Paris Lodron Universit�t Salzburg,Austria,-,-,20.7,-,,
775,775,Plekhanov Russian University of Economics,Russia,-,-,-,44.6,,
776,776,Shinshu University,Japan,-,-,17.5,41.5,,
777,777,Slovak University of Technology in Bratislava,Slovakia,-,-,-,44.6,,
778,778,"Sofia University ""St. Kliment Ohridski""",Bulgaria,-,-,-,40.5,,
779,779,Southern Cross University,Australia,-,-,30.9,-,,
780,780,Sunway University,Malaysia,-,22,-,31,,
781,781,Technical University of Liberec,Czech Republic,-,-,-,50.1,,
782,782,Technische Universit�t Dortmund,Germany,-,22,-,-,,
783,783,Universidad de La Sabana,Colombia,-,44.4,-,-,,
784,784,Universidad de las Am�ricas Puebla (UDLAP),Mexico,-,20.5,-,30.6,,
785,785,Universidad de San Francisco de Quito,Ecuador,-,22.7,-,26.9,,
786,786,Universidad del Rosario,Colombia,-,35.6,-,25.9,,
787,787,Universit� Ca' Foscari Venezia,Italy,-,19.5,-,-,,
788,788,Universit� degli Studi di Modena e Reggio Emilia,Italy,-,-,46.1,-,,
789,789,Universit� degli Studi di Perugia,Italy,-,-,45.1,-,,
790,790,Universit�t Bielefeld,Germany,17.1,-,-,-,,
791,791,Universit�t D�sseldorf,Germany,-,-,17.9,-,,
792,792,Universit�t Rostock,Germany,-,-,25.9,30.8,,
793,793,Universit� de Lorraine,France,-,-,-,-,,
794,794,Universiti Malaysia Pahang (UMP),Malaysia,-,-,-,-,,
795,795,University of Brescia,Italy,-,-,50.2,-,,
796,796,University of Crete,Greece,-,-,34.7,-,,
797,797,University of East London,United Kingdom,-,-,-,-,,
798,798,University of Hertfordshire,United Kingdom,-,-,-,-,,
799,799,University of Maribor,Slovenia,-,-,-,39.3,,
800,800,University of Southern Queensland,Australia,-,-,21.1,-,,
801,801,University of the West of England,United Kingdom,-,-,-,-,,
802,802,University of Zagreb,Croatia,-,-,-,32.8,,
803,803,Yokohama National University,Japan,-,-,-,30.4,,
804,804,Adam Mickiewicz University,Poland,-,-,-,23.9,,
805,805,AGH University of Science and Technology,Poland,-,19.1,-,24.9,,
806,806,Ain Shams University,Egypt,-,26.9,-,-,,
807,807,Alexandria University,Egypt,-,21.8,-,-,,
808,808,"Aligarh Muslim University (AMU), Aligarh",India,-,-,-,26.9,,
809,809,Amrita Vishwa Vidyapeetham,India,-,-,-,32.9,,
810,810,Ankara �niversitesi,Turkey,-,-,-,-,,
811,811,Assiut University,Egypt,-,-,-,-,,
812,812,Athens University of Economics and Business,Greece,-,36.9,20.9,-,,
813,813,Auburn University,United States,-,-,22.3,-,,
814,814,Australian Catholic University,Australia,-,-,-,-,,
815,815,Babes-Bolyai University,Romania,-,-,-,-,,
816,816,Baku State University,Azerbaijan,-,-,-,44.8,,
817,817,Banaras Hindu University,India,-,-,20.1,-,,
818,818,Bangladesh University of Engineering and Technology,Bangladesh,-,21.1,-,-,,
819,819,Baylor University,United States,-,-,-,-,,
820,820,Beijing Foreign Studies University,China,-,-,-,40.7,,
821,821,Beirut Arab University,Lebanon,-,-,-,-,,
822,822,Belarusian National Technical University,Belarus,-,26.6,-,36.5,,
823,823,Bina Nusantara University (BINUS),Indonesia,-,-,-,24.9,,
824,824,Binghamton University SUNY,United States,-,-,22.8,-,,
825,825,Birla Institute of Technology and Science,India,-,-,18.3,-,,
826,826,Birmingham City University (BCU),United Kingdom,-,-,-,-,,
827,827,Budapest University of Technology and Economics,Hungary,-,-,-,-,,
828,828,Canterbury Christ Church University,United Kingdom,-,-,-,-,,
829,829,COMSATS Institute of Information Technology,Pakistan,-,-,-,26.1,,
830,830,Corvinus University of Budapest,Hungary,-,-,-,-,,
831,831,Cracow University of Technology,Poland,-,-,-,40.7,,
832,832,Czech University of Life Sciences in Prague,Czech Republic,-,-,-,-,,
833,833,De La Salle University,Philippines,16.6,23,-,-,,
834,834,De Montfort University,United Kingdom,-,-,-,-,,
835,835,Diponegoro University,Indonesia,-,-,-,-,,
836,836,E.A.Buketov Karaganda State University,Kazakhstan,-,-,-,42.3,,
837,837,Edinburgh Napier University,United Kingdom,-,-,-,-,,
838,838,Escuela Polit�cnica Nacional,Ecuador,-,-,-,45.2,,
839,839,Escuela Superior Polit�cnica del Litoral - ESPOL,Ecuador,-,20.5,-,27.7,,
840,840,Fordham University,United States,-,-,-,-,,
841,841,Gdansk University of Technology,Poland,-,-,-,32.7,,
842,842,George Mason University,United States,-,-,22.5,-,,
843,843,German Jordanian University,Jordan,-,-,-,28.4,,
844,844,Glasgow Caledonian University,United Kingdom,-,-,-,-,,
845,845,Hacettepe University,Turkey,-,-,-,-,,
846,846,Istanbul University,Turkey,17.9,-,-,-,,
847,847,Karaganda State Technical University,Kazakhstan,-,-,-,40,,
848,848,Kasetsart University,Thailand,23.7,18,-,-,,
849,849,Kazakh Ablai khan University of International Relations and World Languages,Kazakhstan,-,-,-,37.2,,
850,850,Kent State University,United States,-,-,31.9,-,,
851,851,Khon Kaen University,Thailand,-,-,-,-,,
852,852,King Faisal University,Saudi Arabia,-,-,-,-,,
853,853,King Mongkut's University of Technology Thonburi,Thailand,-,-,-,-,,
854,854,Kuwait University,Kuwait,-,-,-,-,,
855,855,Kyoto Institute of Technology,Japan,-,-,-,28.4,,
856,856,Kyushu Institute of Technology,Japan,-,-,29.2,-,,
857,857,Liverpool John Moores University,United Kingdom,-,-,-,-,,
858,858,Lodz University of Technology,Poland,-,-,-,31.9,,
859,859,Marquette University,United States,-,-,-,28.7,,
860,860,Miami University,United States,-,-,-,-,,
861,861,Middlesex University,United Kingdom,-,-,17.5,-,,
862,862,Multimedia University (MMU),Malaysia,-,-,-,-,,
863,863,Mustansiriyah University,Iraq,-,-,-,35.8,,
864,864,Nagoya Institute of Technology (NIT),Japan,-,-,42,-,,
865,865,National Chung Cheng University,Taiwan,-,-,-,-,,
866,866,Nicolaus Copernicus University,Poland,-,-,-,39.3,,
867,867,Notre Dame University-Louaize (NDU),Lebanon,-,-,-,-,,
868,868,Novosibirsk State Technical University,Russia,-,-,-,26.5,,
869,869,Ohio University,United States,-,-,-,-,,
870,870,Politecnico di Bari,Italy,-,-,48.1,-,,
871,871,Pontificia Universidad Catolica del Ecuador,Ecuador,-,20.7,-,25.3,,
872,872,Pontificia Universidade Cat�lica do Rio Grande do Sul,Brazil,-,-,-,-,,
873,873,Poznan University of Technology,Poland,-,-,-,-,,
874,874,Prince of Songkla University,Thailand,16.8,-,-,-,,
875,875,Princess Sumaya University for Technology,Jordan,-,-,-,-,,
876,876,Rhodes University,South Africa,-,-,21.8,-,,
877,877,Riga Stradins University,Latvia,-,-,-,-,,
878,878,Rikkyo University,Japan,-,-,-,38.9,,
879,879,Ritsumeikan University,Japan,-,33.4,-,-,,
880,880,Ryerson University,Canada,-,23.5,34.7,-,,
881,881,Saitama University,Japan,-,-,23,-,,
882,882,San Diego State University,United States,-,-,34.3,-,,
883,883,Savitribai Phule Pune University,India,-,-,-,37.8,,
884,884,Seoul National University of Science and Technology,South Korea,-,-,-,-,,
885,885,Sepuluh Nopember Institute of Technology,Indonesia,-,-,-,27.5,,
886,886,Shahid Beheshti University Tehran,Iran,-,-,23.5,-,,
887,887,Shanghai International Studies University,China,-,-,-,30.6,,
888,888,Sheffield Hallam University,United Kingdom,-,23.3,-,-,,
889,889,Shiraz University,Iran,-,-,37.3,-,,
890,890,Sophia University,Japan,-,-,-,-,,
891,891,South Ural State University,Russia,-,-,-,39.8,,
892,892,Tallinn University,Estonia,-,-,-,-,,
893,893,Technical University of Kosice,Slovakia,-,-,-,31,,
894,894,Tecnol�gico de Costa Rica (TEC),Costa Rica,-,29.8,-,26.4,,
895,895,Texas Tech University,United States,-,-,19.1,-,,
896,896,Thapar University,India,-,-,23.5,-,,
897,897,The Robert Gordon University,United Kingdom,-,-,-,-,,
898,898,Tokai University,Japan,-,-,-,-,,
899,899,Tokyo University of Science,Japan,-,-,23.1,-,,
900,900,Universidad Austral de Chile,Chile,-,-,-,-,,
901,901,Universidad Aut�noma de Nuevo Le�n (UANL),Mexico,-,19.5,-,-,,
902,902,Universidad Aut�noma del Estado de M�xico,Mexico,20.7,-,-,-,,
903,903,Universidad Aut�noma Metropolitana (UAM),Mexico,22.7,-,-,-,,
904,904,Universidad Cat�lica Andr�s Bello - UCAB,Venezuela,18.5,49.3,-,-,,
905,905,Universidad de Castilla-La Mancha,Spain,-,-,-,-,,
906,906,Universidad de la Rep�blica (UdelaR),Uruguay,17.3,-,-,-,,
907,907,Universidad de Lima,Peru,-,36.3,-,-,,
908,908,Universidad de los Andes Chile,Chile,-,22.2,-,-,,
909,909,Universidad de los Andes M�rida,Venezuela,-,19.3,-,-,,
910,910,Universidad de Monterrey,Mexico,-,-,-,-,,
911,911,Universidad de Murcia,Spain,-,-,-,23.8,,
912,912,Universidad de Oviedo,Spain,-,-,18.6,-,,
913,913,Universidad de Puerto Rico,Puerto Rico,-,-,-,-,,
914,914,Universidad de Talca,Chile,-,-,-,-,,
915,915,Universidad del Norte,Colombia,-,21.1,-,-,,
916,916,Universidad del Valle,Colombia,-,18.6,-,-,,
917,917,Universidad Diego Portales,Chile,-,29.5,-,-,,
918,918,Universidad EAFIT,Colombia,-,52.7,-,-,,
919,919,Universidad Nacional Costa Rica,Costa Rica,-,20.7,-,26,,
920,920,Universidad Nacional de Asunci�n,Paraguay,-,-,-,31.4,,
921,921,Universidad Nacional de C�rdoba,Argentina,20.1,-,-,-,,
922,922,Universidad Nacional de Mar del Plata,Argentina,-,-,-,-,,
923,923,Universidad Nacional de Rosario,Argentina,17.7,-,-,-,,
924,924,Universidad Peruana Cayetano Heredia,Peru,-,-,-,35.8,,
925,925,Universidad Sim�n Bol�var Venezuela,Venezuela,-,30.7,-,-,,
926,926,Universidad T�cnica Federico Santa Mar�a,Chile,-,42.5,-,-,,
927,927,Universidad Tecnol�gica de Panam� (UTP),Panama,-,28.8,-,-,,
928,928,Universidad Tecnol�gica Nacional (UTN),Argentina,-,30.6,-,39.5,,
929,929,"Universidade Catolica Portuguesa, Lisboa",Portugal,-,24.1,-,-,,
930,930,Universidade da Coru�a,Spain,-,-,-,41.6,,
931,931,Universidade de Brasilia,Brazil,22.2,-,-,-,,
932,932,Universidade de Vigo,Spain,-,-,22.6,-,,
933,933,Universidade do Estado do Rio de Janeiro (UERJ),Brazil,-,-,-,-,,
934,934,Universidade Estadual de Londrina,Brazil,-,-,-,32,,
935,935,Universidade Federal de S�o Carlos,Brazil,-,-,-,24,,
936,936,Universidade Federal de Vi�osa,Brazil,-,-,-,-,,
937,937,Universidade Federal do Paran� (UFPR),Brazil,-,-,-,-,,
938,938,Universidade Federal do Pernambuco,Brazil,-,-,-,28.5,,
939,939,Universidade Federal Fluminense,Brazil,-,-,-,38.1,,
940,940,Universit� degli Studi di Catania (UniCT),Italy,-,-,31.6,-,,
941,941,Universit� degli Studi di Ferrara,Italy,-,-,51,-,,
942,942,Universit� degli Studi di Salerno,Italy,-,-,35.3,-,,
943,943,Universita degli Studi di Udine,Italy,-,-,28.9,-,,
944,944,Universit� degli Studi Roma Tre,Italy,17.8,-,-,-,,
945,945,Universit� degli Studi di Palermo,Italy,-,-,26.5,-,,
946,946,Universit�t Siegen,Germany,-,-,-,-,,
947,947,Universit� de Nantes,France,-,-,-,-,,
948,948,Universit� de Poitiers,France,-,-,-,-,,
949,949,Universit� de Rennes 1,France,-,-,-,-,,
950,950,Universit� Lumi�re Lyon 2,France,-,-,-,-,,
951,951,Universit� Paul-Val�ry Montpellier 3,France,-,-,-,-,,
952,952,"Universit� Toulouse 1, Capitole",France,-,-,-,-,,
953,953,Universiti Malaysia Sarawak (UNIMAS),Malaysia,-,-,-,-,,
954,954,Universiti Tenaga Nasional (UNITEN),Malaysia,-,-,-,32.1,,
955,955,Universiti Tunku Abdul Rahman (UTAR),Malaysia,-,22.5,-,-,,
956,956,University of Arkansas Fayetteville,United States,-,-,-,-,,
957,957,University of Bahrain,Bahrain,-,19.4,-,-,,
958,958,University of Bari,Italy,-,-,25.8,-,,
959,959,University of Belgrade,Serbia,-,-,-,-,,
960,960,University of Brighton,United Kingdom,-,-,-,-,,
961,961,University of Bucharest,Romania,17.6,-,-,-,,
962,962,University of Calcutta,India,-,-,18.6,-,,
963,963,University of Central Lancashire,United Kingdom,-,-,-,26.3,,
964,964,University of Dhaka,Bangladesh,-,20.9,-,-,,
965,965,University of Engineering & Technology (UET) Lahore,Pakistan,-,26,-,-,,
966,966,University of Gdansk,Poland,-,-,-,-,,
967,967,University of Kufa,Iraq,-,-,-,43.6,,
968,968,University of Kwazulu-Natal,South Africa,-,-,19.2,-,,
969,969,University of Latvia,Latvia,-,-,-,-,,
970,970,University of Lincoln,United Kingdom,-,-,-,-,,
971,971,University of Lodz,Poland,-,-,-,27.5,,
972,972,University of Malaysia Sabah (UMS),Malaysia,-,-,-,-,,
973,973,University of Mississippi,United States,-,-,-,36.6,,
974,974,University of Montana Missoula,United States,-,-,22.6,-,,
975,975,University of Mumbai,India,-,25.5,-,-,,
976,976,University of New England,Australia,-,-,25.5,-,,
977,977,University of New Hampshire,United States,-,-,30.9,-,,
978,978,University of Ostrava,Czech Republic,-,-,-,32.7,,
979,979,University of Parma,Italy,-,-,38.6,-,,
980,980,University of Peradeniya,Sri Lanka,-,-,-,23.6,,
981,981,University of Salford,United Kingdom,-,-,-,-,,
982,982,University of San Diego,United States,-,-,-,26.2,,
983,983,University of San Francisco,United States,-,-,-,-,,
984,984,University of Santo Tomas,Philippines,-,18.2,-,-,,
985,985,University of Silesia,Poland,-,-,-,36,,
986,986,University of the Pacific,United States,-,-,-,45.2,,
987,987,University of the Punjab,Pakistan,-,20.2,-,-,,
988,988,University of the Western Cape,South Africa,-,-,20.5,-,,
989,989,University of Wroclaw,Poland,-,-,-,-,,
990,990,University Toulouse � Jean Jaur�s,France,-,-,-,-,,
991,991,Utah State University,United States,-,-,33.5,-,,
992,992,Vellore Institute of Technology (VIT),India,-,-,-,-,,
993,993,Verona University,Italy,-,-,31,-,,
994,994,"Vietnam National University, Hanoi",Vietnam,-,-,-,-,,
995,995,Voronezh State University,Russia,-,-,-,37.3,,
996,996,Vytautas Magnus University,Lithuania,-,-,-,-,,
997,997,Warsaw University of Life Sciences,Poland,-,-,-,28.8,,
998,998,Wroc?aw University of Science and Technology,Poland,-,-,-,26.3,,
999,999,Wuhan University of Technology,China,-,-,18.9,-,,
1000,1000,Xi'an Jiaotong-Liverpool University,China,-,-,-,-,,
1001,1001,Yeungnam University,South Korea,-,-,23.4,-,,
1002,1002,Baylor College of Medicine,United States,-,-,17.5,100,,
1003,1003,BI Norwegian Business School,Norway,-,-,17.9,-,,
1004,1004,Central European University,Hungary,18.9,-,37.5,93.4,,
1005,1005,Copenhagen Business School,Denmark,-,20.8,43.8,-,,
1006,1006,Cranfield University,United Kingdom,-,25.8,52.2,99.5,,
1007,1007,ESCP Europe,France,-,47.5,-,-,,
1008,1008,"ESSEC Business School, Paris",France,-,68.7,41.3,-,,
1009,1009,"Grenoble INP, Grenoble Institute of Technology",France,-,27.5,-,-,,
1010,1010,HEC Paris,France,16.8,93.3,55.7,-,,
1011,1011,INSEAD (France),France,22.6,89.5,49.5,77.7,,
1012,1012,Jawaharlal Nehru University,India,29.3,-,19,40.4,,
1013,1013,Karolinska Institute,Sweden,41.6,18.1,90.4,99.8,,
1014,1014,King Abdullah University of Science & Technology (KAUST),Saudi Arabia,21.1,-,100,84.8,,
1015,1015,London Business School,United Kingdom,23.8,90.5,94.6,-,,
1016,1016,Stockholm School of Economics,Sweden,-,25.3,58.3,-,,
1017,1017,Universit� Commerciale Luigi Bocconi,Italy,24.6,82.2,19.9,-,,
1018,1018,"Universit� de Technologie, Compi�gne (UTC)",France,-,18,25.4,38.4,,
1019,1019,Universit� Sorbonne Nouvelle Paris 3,France,37.7,19.5,-,-,,
1020,1020,"University of California, San Francisco (UCSF)",United States,45.6,-,57.5,100,,
1021,1021,"University of Economics, Prague",Czech Republic,-,23,-,-,,
1022,1022,Weizmann Institute of Science,Israel,20.8,-,89.4,100,,
1023,1023,WHU Otto Beisheim School of Management - Koblenz,Germany,-,27.4,45.4,-,,
